run_id,stage,model,topic_index,word_rank,word
20250921-205356,tokenized,LDA,9,1,and
20250921-205356,tokenized,LDA,9,2,building
20250921-205356,tokenized,LDA,9,3,in
20250921-205356,tokenized,LDA,9,4,the
20250921-205356,tokenized,LDA,9,5,of
20250921-205356,tokenized,LDA,9,6,is
20250921-205356,tokenized,LDA,9,7,distribution
20250921-205356,tokenized,LDA,9,8,company
20250921-205356,tokenized,LDA,9,9,construction
20250921-205356,tokenized,LDA,9,10,industrial
20250921-205356,tokenized,LDA,9,11,water
20250921-205356,tokenized,LDA,9,12,its
20250921-205356,tokenized,LDA,9,13,national
20250921-205356,tokenized,LDA,9,14,facilities
20250921-205356,tokenized,LDA,9,15,pennsylvania
20250921-205356,tokenized,LDA,9,16,international
20250921-205356,tokenized,LDA,9,17,resort
20250921-205356,tokenized,LDA,9,18,materials
20250921-205356,tokenized,LDA,9,19,including
20250921-205356,tokenized,LDA,9,20,worldwide
20250921-205356,tokenized,LDA,9,21,an
20250921-205356,tokenized,LDA,9,22,distributor
20250921-205356,tokenized,LDA,9,23,over
20250921-205356,tokenized,LDA,9,24,hotel
20250921-205356,tokenized,LDA,9,25,by
20250921-205356,tokenized,LDA,9,26,operating
20250921-205356,tokenized,LDA,9,27,hotels
20250921-205356,tokenized,LDA,9,28,five
20250921-205356,tokenized,LDA,9,29,plaza
20250921-205356,tokenized,LDA,9,30,for
20250921-205356,tokenized,LDA,9,31,segment
20250921-205356,tokenized,LDA,9,32,resorts
20250921-205356,tokenized,LDA,9,33,corporation
20250921-205356,tokenized,LDA,9,34,as
20250921-205356,tokenized,LDA,9,35,multi
20250921-205356,tokenized,LDA,9,36,fire
20250921-205356,tokenized,LDA,9,37,grand
20250921-205356,tokenized,LDA,9,38,tool
20250921-205356,tokenized,LDA,9,39,residential
20250921-205356,tokenized,LDA,9,40,portfolio
20250921-205356,tokenized,LDA,9,41,inc
20250921-205356,tokenized,LDA,9,42,pittsburgh
20250921-205356,tokenized,LDA,9,43,ownership
20250921-205356,tokenized,LDA,9,44,semiconductor
20250921-205356,tokenized,LDA,9,45,electrical
20250921-205356,tokenized,LDA,9,46,within
20250921-205356,tokenized,LDA,9,47,concrete
20250921-205356,tokenized,LDA,9,48,travel
20250921-205356,tokenized,LDA,9,49,hospitality
20250921-205356,tokenized,LDA,9,50,oregon
20250921-205356,tokenized,LDA,10,1,to
20250921-205356,tokenized,LDA,10,2,the
20250921-205356,tokenized,LDA,10,3,disney
20250921-205356,tokenized,LDA,10,4,and
20250921-205356,tokenized,LDA,10,5,for
20250921-205356,tokenized,LDA,10,6,of
20250921-205356,tokenized,LDA,10,7,by
20250921-205356,tokenized,LDA,10,8,as
20250921-205356,tokenized,LDA,10,9,walt
20250921-205356,tokenized,LDA,10,10,or
20250921-205356,tokenized,LDA,10,11,that
20250921-205356,tokenized,LDA,10,12,television
20250921-205356,tokenized,LDA,10,13,at
20250921-205356,tokenized,LDA,10,14,entertainment
20250921-205356,tokenized,LDA,10,15,their
20250921-205356,tokenized,LDA,10,16,have
20250921-205356,tokenized,LDA,10,17,with
20250921-205356,tokenized,LDA,10,18,on
20250921-205356,tokenized,LDA,10,19,be
20250921-205356,tokenized,LDA,10,20,dolby
20250921-205356,tokenized,LDA,10,21,this
20250921-205356,tokenized,LDA,10,22,from
20250921-205356,tokenized,LDA,10,23,studios
20250921-205356,tokenized,LDA,10,24,also
20250921-205356,tokenized,LDA,10,25,series
20250921-205356,tokenized,LDA,10,26,such
20250921-205356,tokenized,LDA,10,27,media
20250921-205356,tokenized,LDA,10,28,used
20250921-205356,tokenized,LDA,10,29,which
20250921-205356,tokenized,LDA,10,30,are
20250921-205356,tokenized,LDA,10,31,they
20250921-205356,tokenized,LDA,10,32,time
20250921-205356,tokenized,LDA,10,33,been
20250921-205356,tokenized,LDA,10,34,film
20250921-205356,tokenized,LDA,10,35,use
20250921-205356,tokenized,LDA,10,36,first
20250921-205356,tokenized,LDA,10,37,were
20250921-205356,tokenized,LDA,10,38,pictures
20250921-205356,tokenized,LDA,10,39,many
20250921-205356,tokenized,LDA,10,40,films
20250921-205356,tokenized,LDA,10,41,in
20250921-205356,tokenized,LDA,10,42,events
20250921-205356,tokenized,LDA,10,43,some
20250921-205356,tokenized,LDA,10,44,can
20250921-205356,tokenized,LDA,10,45,century
20250921-205356,tokenized,LDA,10,46,available
20250921-205356,tokenized,LDA,10,47,other
20250921-205356,tokenized,LDA,10,48,these
20250921-205356,tokenized,LDA,10,49,made
20250921-205356,tokenized,LDA,10,50,its
20250921-205356,tokenized,LDA,11,1,new
20250921-205356,tokenized,LDA,11,2,on
20250921-205356,tokenized,LDA,11,3,the
20250921-205356,tokenized,LDA,11,4,york
20250921-205356,tokenized,LDA,11,5,stock
20250921-205356,tokenized,LDA,11,6,exchange
20250921-205356,tokenized,LDA,11,7,in
20250921-205356,tokenized,LDA,11,8,listed
20250921-205356,tokenized,LDA,11,9,traded
20250921-205356,tokenized,LDA,11,10,public
20250921-205356,tokenized,LDA,11,11,company
20250921-205356,tokenized,LDA,11,12,of
20250921-205356,tokenized,LDA,11,13,and
20250921-205356,tokenized,LDA,11,14,its
20250921-205356,tokenized,LDA,11,15,it
20250921-205356,tokenized,LDA,11,16,publicly
20250921-205356,tokenized,LDA,11,17,nyse
20250921-205356,tokenized,LDA,11,18,under
20250921-205356,tokenized,LDA,11,19,london
20250921-205356,tokenized,LDA,11,20,symbol
20250921-205356,tokenized,LDA,11,21,companies
20250921-205356,tokenized,LDA,11,22,shares
20250921-205356,tokenized,LDA,11,23,with
20250921-205356,tokenized,LDA,11,24,index
20250921-205356,tokenized,LDA,11,25,is
20250921-205356,tokenized,LDA,11,26,complex
20250921-205356,tokenized,LDA,11,27,ticker
20250921-205356,tokenized,LDA,11,28,plc
20250921-205356,tokenized,LDA,11,29,trading
20250921-205356,tokenized,LDA,11,30,merger
20250921-205356,tokenized,LDA,11,31,british
20250921-205356,tokenized,LDA,11,32,share
20250921-205356,tokenized,LDA,11,33,brewery
20250921-205356,tokenized,LDA,11,34,march
20250921-205356,tokenized,LDA,11,35,england
20250921-205356,tokenized,LDA,11,36,completed
20250921-205356,tokenized,LDA,11,37,multinational
20250921-205356,tokenized,LDA,11,38,jr
20250921-205356,tokenized,LDA,11,39,brewing
20250921-205356,tokenized,LDA,11,40,market
20250921-205356,tokenized,LDA,11,41,listing
20250921-205356,tokenized,LDA,11,42,transaction
20250921-205356,tokenized,LDA,11,43,offering
20250921-205356,tokenized,LDA,11,44,was
20250921-205356,tokenized,LDA,11,45,group
20250921-205356,tokenized,LDA,11,46,few
20250921-205356,tokenized,LDA,11,47,acquire
20250921-205356,tokenized,LDA,11,48,went
20250921-205356,tokenized,LDA,11,49,international
20250921-205356,tokenized,LDA,11,50,as
20250921-205356,tokenized,LDA,12,1,the
20250921-205356,tokenized,LDA,12,2,in
20250921-205356,tokenized,LDA,12,3,of
20250921-205356,tokenized,LDA,12,4,and
20250921-205356,tokenized,LDA,12,5,were
20250921-205356,tokenized,LDA,12,6,was
20250921-205356,tokenized,LDA,12,7,by
20250921-205356,tokenized,LDA,12,8,its
20250921-205356,tokenized,LDA,12,9,world
20250921-205356,tokenized,LDA,12,10,bankruptcy
20250921-205356,tokenized,LDA,12,11,south
20250921-205356,tokenized,LDA,12,12,group
20250921-205356,tokenized,LDA,12,13,which
20250921-205356,tokenized,LDA,12,14,company
20250921-205356,tokenized,LDA,12,15,steel
20250921-205356,tokenized,LDA,12,16,to
20250921-205356,tokenized,LDA,12,17,filed
